ID,Text,Comment
NaturalResource.Carrot.DisplayName,Cà rốt,Daucus carota subspecies sativus
NaturalResource.Carrot.FlavorDescription,Cà rốt sống giúp hải ly cân bằng chế độ ăn uống mà không mất đi niềm vui khi nhai giòn rụm.,
NaturalResource.Cassava.DisplayName,Củ sắn,Should be consistent with Good.Cassava.DisplayName
NaturalResource.Cassava.FlavorDescription,"Do củ sắn chứa độc khi ăn sống, phe Răng Sắt đã nảy ra ý tưởng thử nghiệm lên men chúng.",Raw cassava and its leaves contain cyanide.
NaturalResource.Cattail.DisplayName,Cỏ nến,Plant of a genus Typha
NaturalResource.Cattail.FlavorDescription,"""Tôi biết đủ thứ về cái đuôi rồi, nhưng con 'mèo' rốt cuộc là cái gì thế nhỉ?"" —Pina","Makes sense only in english, feel free to adapt. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
NaturalResource.ChestnutTree.DisplayName,Cây dẻ,A Aesculus hippocastanum tree
NaturalResource.ChestnutTree.FlavorDescription,"""Chúc ngươi dẫm phải quả dẻ gai!"" —Lời nguyền rủa cay nghiệt nhất của loài hải ly","Reference to a ""Step on a lego"" meme, chestnuts have prickly, spiky husks"
NaturalResource.Coffee.DisplayName,Bụi cà phê,Plant that produces coffee beans.
NaturalResource.Coffee.FlavorDescription,"Hải ly thời cổ đại thường nhai hạt cà phê để nạp năng lượng, nhưng phe Răng Sắt đã chế ra một cách thưởng thức tuyệt vời hơn.","According to a legend, coffee was discovered thanks to goats eating beans and becoming energectic. Also, ""distilling"" refers to the fact it's a liquid."
NaturalResource.Corn.DisplayName,Ngô,Should be consistent with Good.Corn.DisplayName
NaturalResource.Corn.FlavorDescription,"""Chẳng có điều gì tốt đẹp xảy ra khi bọn hải ly nhỏ chơi đùa trong ruộng ngô đâu."" —Bà Ngonel","""Children of the corn"" reference. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
NaturalResource.Dandelion.DisplayName,Bồ công anh,A flower used as an antidote ingredient. It looks like a yellow flower dandelion. Must be the same as Good.Dandelion.DisplayName
NaturalResource.Dandelion.FlavorDescription,"Trong các câu chuyện cổ tích của hải ly, hoa bồ công anh nổi tiếng với giọng hát du dương.","In Timberborn's lore, fairy tales feature talking plants (similar to human tales being about talking animals). Also, this references ""The Witcher"" - Dandelion (Jaskier) is a bard. Dandelion must be the same as Good.Dandelion.PluralDisplayName"
NaturalResource.Eggplant.DisplayName,Cà tím,Should be consistent with Good.Eggplant.DisplayName
NaturalResource.Eggplant.FlavorDescription,Bên trong quả cà tím chẳng có quả trứng nào đâu.,Do not translate literally if this doesn't make sense in a non-English language.
NaturalResource.Kohlrabi.DisplayName,Su hào,Should be consistent with Good.Kohlrabi.DisplayName
NaturalResource.Kohlrabi.FlavorDescription,"Vị nhạt như giấy, nhưng nhai giòn sần sật như gỗ trôi.","Not a very tasty food, yet consumed raw in large quantities."
NaturalResources.Leftover,(còn sót lại),This is shown under NaturalResource.DisplayName. Leftover meaning plant that was cut but not yet collected.
NaturalResource.Mangrove.DisplayName,Cây đước,"A tree that grows in shallow water. This particular name doesn't refer to a specific type, it uses a general name for this group of trees. Produces fruits that can be harvested."
NaturalResource.Mangrove.FlavorDescription,"Hạt giống được mang về bởi những lữ khách đến từ những vùng đất xa xôi, nơi sông cạn chẳng bao giờ ngừng chảy.",
NaturalResource.Maple.DisplayName,Gỗ phong,Tree of the genus Sapindaceae
NaturalResource.Maple.FlavorDescription,"Trích nhựa cây phong sẽ thu được si-rô, nhưng gỗ chất lượng cao mới là phần thưởng ngọt ngào hơn cả.",
NaturalResources.Mature,(trưởng thành),This is shown under NaturalResource.DisplayName. Fully grown plant.
NaturalResource.Oak.DisplayName,Cây sồi,Common oak tree.
NaturalResource.Oak.FlavorDescription,Những công trình tuyệt vời nhất của hải ly đều được làm từ gỗ sồi và bọc sắt.,This idiom makes perfect literal sense for the Iron Teeth.
NaturalResource.Pine.DisplayName,Cây thông,Tree of the genus Pinus
NaturalResource.Pine.FlavorDescription,"""Ôi khu rừng vĩ đại, ta khao khát ngài biết bao!"" —Thi sĩ hải ly vô danh","""Pine"" pun, feel free to adapt."
NaturalResource.Potato.DisplayName,Khoai tây,Plant Solanum tuberosum
NaturalResource.Potato.FlavorDescription,"""Có nhiều cách để chế biến một củ khoai tây."" —Tục ngữ hải ly",
NaturalResources.Seedling,(cây non),This is shown under NaturalResource.DisplayName. Not fully grown plant.
NaturalResource.Soybean.DisplayName,Đậu nành,Should be consistent with Good.Soybean.DisplayName
NaturalResource.Soybean.FlavorDescription,"Cứng và kháng nước, hạt của nó là đồ chơi hoàn hảo cho hải ly nhỏ.",
NaturalResource.Spadderdock.DisplayName,Hoa súng vàng,Plant Nuphar Lutea
NaturalResource.Spadderdock.FlavorDescription,Thiên nhiên gửi gắm thông điệp của mình qua hình dáng của những chiếc lá.,"Spadderdock has heart-shaped leaves, and it can be seen in the game."
NaturalResource.Sunflower.DisplayName,Hoa hướng dương,
NaturalResource.Sunflower.FlavorDescription,Hải ly trồng loài hoa này để chứng tỏ chúng không hề sợ hãi cái nắng thiêu đốt.,It's a reference to drought being the main threat in the game.
NaturalResource.Wheat.DisplayName,Lúa mì,Plant Triticum aestivum
NaturalResource.Wheat.FlavorDescription,"""Bạn sẽ quên đi ánh mặt trời trên bầu trời quang mây khi chúng ta rảo bước trên những cánh đồng vàng."" —Bản tình ca hải ly","Adapted from ""Fields of Gold"" by Sting."
NaturalResources.Aquatic,<YellowHighlight>Thủy sinh</YellowHighlight>: phải ngập một phần trong nước.,Aquatic is a keyword. Shown after selecting an aquatic plant. Examples of aquatic plants include spadderdock or water lilies.
NaturalResources.DaysToDie,Chết trong: {0} ngày,"Shown when natural resource is dying (from any reason), {0} stands for number of days left to die"
NaturalResources.DiedFromContamination,Chết do nhiễm độc.,Shown when a plant died after being contaminated for too long. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Please keep short.
NaturalResources.DiedFromNotEnoughWater,Chết do không ngập nước.,Shown when a water plant died after not being submerged in water for too long. Please keep short.
NaturalResources.DiedFromTooMuchWater,Chết do ngập lụt.,Shown when a plant died after it had been submerged in water for too long. Please keep short.
NaturalResources.Dried,Chết do bị khô hạn.,Shown for plants which died from lack of water. Please keep short.
NaturalResources.DroughtResistance,Khả năng chịu hạn: {0} ngày,The number of days a plant can survive in a drought.
NaturalResources.GenericDied,Nó đã chết.,Refers to a plant.
NaturalResources.Healthy,Được tưới đủ nước và phát triển tốt.,Shown when plant is healthy and has no problems with growth
NaturalResources.Visibility.Hide,Ẩn tài nguyên thiên nhiên,Tooltip for button hiding natural resources
NaturalResources.Visibility.Show,Hiện tài nguyên thiên nhiên,Tooltip for button showing natural resources
Need.BadwaterContamination.DisplayName,Nhiễm độc,Title of an effect that shows up when a beaver is contaminated. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Need.BeeSting.DisplayName,Ong đốt,Title of an effect that shows up when a beaver has been stung by a bee.
Need.ChippedTeeth.DisplayName,Mẻ răng,Title of an effect that shows up when a beaver has chipped its teeth
Need.Hunger.DeathMessage,đã chết vì đói.,Preceded by beaver name.
Need.Hunger.DisplayName,Cơn đói,Title of a beaver need related to its hunger
Need.Injury.DisplayName,Chấn thương,Title of an effect that shows up when a beaver has been injured
Need.Power.DisplayName,Năng lượng,A need satisfied when a bot recharges.
Need.Roof.DisplayName,Mái nhà,"Same as Building.Roof2x2.DisplayName without the size. It refers to roofs as one of the available decorations, do not confuse with Shelter which is a separate need."
Need.Shelter.DisplayName,Nơi trú ẩn,A need that is fulfilled when a beaver has a house.
Need.Sleep.DisplayName,Giấc ngủ,A need satisfied when a beaver sleeps.
Need.Thirst.DeathMessage,đã chết vì khát.,Preceded by beaver name
Need.Thirst.DisplayName,Cơn khát,A need satisfied by providing water.
Need.WetFur.DisplayName,Bộ lông ướt,An effect that occurs when a beaver enters water and is wet. It's a positive effect and it stays for a time after the beaver leaves water.
NeedGroup.Aesthetics.DisplayName,Thẩm mỹ,"Name of a need group where needs are satisfied by decorating your settlement, previously Need.Esthetics.DisplayName"
NeedGroup.Awe.DisplayName,Kính ngạc,Same as the Need named Awe
NeedGroup.BasicNeeds.DisplayName,Nhu cầu cơ bản,"A group of needs which includes needs such as Hunger, Water, Shelter etc."
NeedGroup.Boosts.DisplayName,Tăng cường,Name of a group containing boosting effects for bots
NeedGroup.Fun.DisplayName,Giải trí,"Name of a need group where needs are satisfied by building attractions for the beavers, previously Need.Fun.DisplayName"
NeedGroup.Happiness.DisplayName,Độ hạnh phúc,General happiness of the populace
NeedGroup.Nutrition.DisplayName,Dinh dưỡng,Same as the need named Nutrition
NeedGroup.SocialLife.DisplayName,Đời sống xã hội,"Name of a need group where needs are satisfied by letting beavers be social and chat with other beavers, previously Need.SocialLife.DisplayName"
NeedGroup.Temporary.DisplayName,Hiệu ứng tạm thời,"Name of a need group containing temporary effects, both positive and negative."
Needs.Beaver.DeathWarning,Hải ly sắp qua đời.,
Needs.HeatProtection,Bảo vệ khỏi: {0},"Shown on a tooltip, when need protects from heat effects. {0} stands for heat effect name."
Needs.InRange,trong phạm vi {0} ô,"{0} stands for radius size (area of effect), text is shown after Need.DisplayName to indicate its radius"
Needs.SatisfiesInRange,Đáp ứng {0} trong phạm vi {1} ô,{0} stands for Need.DisplayName {1} stands for radius size (area of effect)
NewGame.Notification,Đã tìm thấy gỗ và nước. Một khởi đầu mới.,Notification when a new game is started
NewGameConfigurationPanel.Aged,tuổi,"Describing age of beavers, between text fields, example: 'Starting beavers: [20] aged [10]'"
NewGameConfigurationPanel.BadtideDuration,Thời gian đợt nước độc,"Label of a setting, how long badtide season could be. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.BadtideDurationHandicap,Giảm thời gian đợt nước độc,"Label of a setting, makes badtide season shorter during a game, example usage: 'Badtide duration handicap: 50%. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.ChanceForBadtide,Tỷ lệ xuất hiện đợt nước độc,"Label of a setting, what is the chance for a badtide season. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.Custom,Tùy chỉnh,Game mode keep short
NewGameConfigurationPanel.Customize,Tùy chỉnh,Label of the button that opens the customization panel.
NewGameConfigurationPanel.Cycles,chu kỳ,"Cycle is a unit of time shown after a number, example usage: '10 cycles'. Must be consistent with Weather.CycleAndDayLong."
